1,447.7,389.3,345.2,534.7,542.9,508.3,641.2,626.2,574.5,697.6,624.5
2,406.5,579,423.5,619.5,683.7,472.8,568.6,699.9,693.3,742.3,666.8
3,381.6,466.7,405.7,582.6,661.5,476.9,487.9,618.8,602.2,646.7,593.9
4,544.9,461.5,373.3,472,463.8,480.3,570.1,578,508.4,637.6,620.3
5,606,479.3,346.3,504.4,583.1,648.5,670.6,596.8,568.1,638.9,624.9
6,586.1,505.5,402.7,584.8,595.5,593.3,689.7,693.3,614.1,759.4,712.3
7,428,381.1,360.1,527.6,608.9,492.6,492.8,568.4,531.9,668.2,529.5
8,526,462.7,389.2,618.9,627.9,510.4,637.4,680.8,616.7,707.6,640.3
9,428.9,571,451.1,484.8,502.6,358.1,435.3,667.4,663.4,704.8,657.9
10,534.5,471.8,389.5,516.1,506.1,504.3,616.8,613.3,561.8,719.2,606
11,465.7,392.2,366.8,449.8,402.8,431.8,543,525,483.6,639.2,552.2
12,483.3,399.4,380,597.6,549.6,501.3,624.5,609.7,549.7,726.6,610.7
13,529.6,437.6,365,575.8,588.1,580.3,692.1,668,600.3,705.6,631.7
14,475.7,423.7,368.9,545.9,573.1,528.1,633.1,616.9,525.8,703.8,639
15,395.3,449,370.1,395.4,580.1,467.1,593.4,581.8,570,650.1,653.8
16,489.1,407,377.7,575.5,573.3,541,655.2,637.9,575,742.6,602
17,412.7,449.7,353.4,372.7,324.2,341.5,465.3,491.8,462.4,512.4,524.4
18,526.5,443.2,396.9,478.2,516.7,523.8,630.4,614.9,531.8,729.7,646.5
19,500.6,391.8,381.2,454,579.7,554.1,718.7,614.5,538.1,702,764.1
20,0,0,368,409.2,499.9,259.1,553.5,558.7,471.1,503.1,361.4
21,436.2,377.5,372.5,512.3,559.1,513.6,610.2,588.9,508.8,643.2,539.4
22,428.9,360.9,382.4,469.5,573.7,514.5,733.5,528.9,459,679.3,596.8
23,497.5,413.8,386.8,574.2,538.9,499,586.7,545.5,496.2,613.7,551.6
24,451.3,491.1,413.1,361.8,546.3,561.4,555.7,515.2,477.3,603.4,651.5
25,0,0,0,0,0,0,0,0,547.9,719.7,596.4
26,469.1,537.1,443.1,507.9,585.4,464.6,547.5,553.5,550.6,608.4,651.5
27,416.7,460.8,378.9,502.3,592,461.1,596.7,737.8,664.5,689.8,635.4
28,500.5,457.7,395.2,483,488.9,401.2,523.3,571.3,522.3,634.5,536.4
29,491.8,421.3,387.6,457.3,416.5,386.9,555,545.4,493.9,631.9,521.1
30,478.3,424.8,375.2,443.7,595.4,494.8,639.2,678,612,745.8,601.2
31,453.3,453.6,362.3,548.4,512.4,435.5,558.2,638.1,585.2,667.1,675.9
32,476.3,425,387.1,601.3,581.9,508.2,611,592.8,532.2,667.2,561.7
33,485,430.8,380.4,468.4,483.3,372.1,487.7,560,501.4,631.8,511
34,532,490,345.3,598.7,595.1,521.7,561.3,626.2,535.4,596.9,366.1
35,479.9,444.4,352.2,501.5,473,403.8,504.5,545.2,505.4,661.6,525.3
36,549.1,498.7,360.8,607.6,591.7,508.9,602.7,637,559.6,772.2,640.4
37,542.9,459.1,387.5,510.9,620.7,545,530.9,606.3,548.3,687.8,603.2
38,0,0,0,0,0,0,0,867.1,548.2,719.1,645.2
39,0,0,373.9,485,534.4,382.2,491.1,594.1,575.9,708.6,581.2
40,465.5,410.6,352.3,422.2,478.5,354.9,465.2,540.5,499.6,673.2,535
41,555.7,509.6,374.8,592,586.2,490.4,587.5,674.7,581.7,760.4,662.1
42,470,417.7,382.1,544.9,593.7,411.9,498,593.3,537.8,693.8,554
43,524.8,488.9,391,505.1,549.6,426.8,538.7,627.8,537.7,699.4,633
44,471.4,408.7,393.7,554.3,594.9,503.9,565,676.3,613.8,766.5,573.1
45,449,392.1,353.1,435.2,462.4,344.8,448.4,533.4,488.1,636.7,502.8
46,464.5,432.5,352.4,420.1,459.7,330.7,440.1,526.6,498.8,595.6,485.8
47,444,418.1,355.6,427.1,585.9,450,532.6,584,537.6,688.2,560.3
48,472,422,363.7,423.6,613.4,468.5,588.1,695.1,574.5,687.9,415.1
49,0,415.3,370.4,455.8,627,425.5,523.9,628,545.3,696.2,582.9
50,400.3,418.3,365.8,424.4,540.9,345.4,467.5,582.4,585.4,653.9,495.5
51,0,0,436.7,486.6,571.9,423,560.7,603.5,580.2,635.5,560.2
52,484.6,482.1,400.4,537.1,607.1,439.3,523,624.4,605.1,726,633.4
53,0,0,0,0,0,0,0,0,0,0,0
54,0,466.2,426.9,473.1,580.9,395.7,497.2,640.7,597.1,721.5,634.6
55,0,0,334.2,351.7,513.8,355,456.8,536.3,519.5,597.3,501.9
56,446.6,512.1,412.2,558.7,671.4,460.9,565.7,675.2,655.8,735.1,640.6
57,480.8,422.3,351.3,572.4,626.7,482.7,588.8,690.6,623.9,770.3,564.2
58,469.3,427.9,375.8,466.5,659.2,445.2,542.7,616.4,574,657.1,490.4
59,428.2,366.4,347.7,405.6,472.8,302,417.1,585.5,549,540,549.7
60,398.4,366.7,357.4,137.7,0,0,0,0,0,0,0
61,410.3,291.9,277.8,368.7,498,373.9,483.6,576.8,522.7,599.1,343.6
62,0,0,0,0,0,386.2,484.1,632.8,435.2,706.3,554.6
63,442.1,375.6,352.5,461.2,480,338.7,471.8,625,582.7,682.2,583.2
64,484.1,397.3,277.9,526.7,548.8,445.9,440.7,591.7,510.3,458.3,525.6
65,0,8.8,433.1,445.2,574.5,336.3,479.9,638.8,624.5,617.2,570.3
